Período;Convocatoria;Regional;Distrito;Nivel/Modalidad;Código de Centro;Nombre de Centro;Español;Matemáticas;Sociales;Naturales;Cantidad de estudiantes;Cantidad Femenino;Cantidad masculino;Cantidad Promovidos;Cantidad Aplazados
2024;1;07;0706;ACADÉMICA;6008313;EPISCOPAL JESUS NAZARENO;52.78571429;52.64285714;50.71428571;49.42857143;56;52;4;40;16
2024;1;07;0706;ACADÉMICA;6009412;PEDRO MIR ;55.9;59.23333333;59.53333333;54.73333333;120;76;44;88;32
2024;1;07;0706;ACADÉMICA;6013116;MAX HENRIQUEZ UREÑA;50.73076923;52.2962963;50.73076923;48.53846154;105;45;60;40;65
2024;1;07;0706;ACADÉMICA;6021518;COLEGIO CATOLICO NORDESTANO PEDRO FRANCISCO BONO;65.73913043;65.66304348;64.90217391;65.39130435;368;216;152;352;16
2024;1;07;0706;ACADÉMICA;6045113;GREGORIO LUPERON;57.85714286;54.85714286;57.71428571;53.57142857;28;8;20;24;4
2024;1;07;0706;ACADÉMICA;6052314;COLEGIO IADIS;62.86486486;64.75675676;63.08108108;62.88888889;147;96;51;143;4
2024;1;07;0706;ACADÉMICA;6053412;HERNAN JOSE SANCHEZ;50.91176471;51.54545455;51.85714286;51.44117647;136;77;59;112;24
2024;1;07;0706;ACADÉMICA;6054213;CORONEL RAFAEL TOMAS FERNANDEZ DOMINGUEZ;48.42105263;49.75675676;52.21621622;47.66666667;151;91;60;76;75
2024;1;07;0706;ACADÉMICA;6054510;PEDRO HENRIQUEZ UREÑA;56.37735849;57.64814815;56;55.76363636;215;163;52;168;47
2024;1;07;0706;ADULTOS FORMAL;06000722;PADRE BREA;54.66666667;55.25;51.6;51.85714286;25;16;9;18;7
2024;1;07;0706;ADULTOS FORMAL;06002128;PAULINA VALENZUELA;58.63157895;57.23529412;56.61111111;56.26315789;23;6;17;14;9
2024;1;07;0706;ADULTOS FORMAL;06011525;OTACILIO A. DE PEÑA PAEZ;54.10526316;56.27777778;52.83333333;54.33333333;19;10;9;18;1
2024;1;07;0706;ADULTOS FORMAL;06020921;EUGENIO MARIA DE HOSTOS ;45.4;49;51;48;7;3;4;4;3
2024;1;07;0706;ADULTOS FORMAL;06047319;GREGORIO LUPERON;50.77272727;52.59090909;48.86363636;47.86363636;26;12;14;17;9
2024;1;07;0706;ADULTOS FORMAL;06053117;PROF. HILMA CONTRERAS ;50.8;53.4;54.8;54.6;5;0;5;4;1
2024;1;07;0706;ARTES;6020513;CENTRO EDUCATIVO EN ARTES MONSEÑOR FRANCISCO PANAL;48.91666667;56;53.09090909;47.64285714;50;22;28;36;14
2024;1;07;0706;MODALIDAD GENERAL;06000428;JUAN PABLO DUARTE;63.66666667;60;57;64.33333333;3;2;1;1;2
2024;1;07;0706;MODALIDAD GENERAL;06000447;FRANCISCO DEL ROSARIO SANCHEZ;61.7;60.64197531;60.83950617;59.125;81;51;30;77;4
2024;1;07;0706;MODALIDAD GENERAL;06013127;MAX HENRIQUEZ UREÑA;60;61;54;57;1;1;0;1;0
2024;1;07;0706;MODALIDAD GENERAL;06047517;CENAPEC-SAN FRANCISCO DE MACORIS;63;68;80;53;1;0;1;1;0
2024;1;07;0706;MODALIDAD GENERAL;06053124;PROF. HILMA CONTRERAS;57.81818182;55.63636364;66;63;13;0;13;11;2
2024;1;07;0706;MODALIDAD GENERAL;06053421;HERNAN JOSE SANCHEZ;58.68421053;58.72972973;59.21052632;55.71052632;40;22;18;34;6
2024;1;07;0706;TÉCNICO PROFESIONAL;6000115;POLITECNICO VICENTE AQUILINO SANTOS;60.70068027;62.08163265;61.69387755;59.7414966;588;360;228;576;12
2024;1;07;0706;TÉCNICO PROFESIONAL;6013137;POLITECNICO MAX HENRIQUEZ UREÑA;60.64102564;63.17948718;58.76923077;57.38461538;156;120;36;148;8
2024;1;07;0707;ACADÉMICA;19001113;EUGENIO MARIA DE HOSTOS;53.7;56.4;57.4;55.8;40;16;24;24;16
2024;1;07;0707;ACADÉMICA;19005217;HERMANAS MIRABAL;53.6;54.93333333;53.70967742;59.28125;123;56;67;92;31
2024;1;07;0707;ACADÉMICA;19014627;ERCILIO DE JESUS MOYA;44.28571429;44.42857143;45.85714286;43.42857143;28;20;8;8;20
2024;1;07;0707;ACADÉMICA;19014637;JAIME MOLINA MOTA;54.9;59.94736842;53.2;53.13636364;81;29;52;56;25
2024;1;07;0707;ACADÉMICA;19015713;SALOME UREÑA;54.30434783;54.13636364;52.54545455;57.08333333;91;64;27;64;27
2024;1;07;0707;ACADÉMICA;19020026;CENTRO DE EDUCACION Y PROMOCION RURAL (CEPROR);46.75;52.25;44;48;16;12;4;16;0
2024;1;07;0707;ACADÉMICA;19021710;EXCELENCIA DR. MIGUEL CANELA LAZARO;70.95918367;76.59183673;69.75510204;73.81632653;196;132;64;168;28
2024;1;07;0707;ACADÉMICA;19022511;MANUEL AURELIO TAVAREZ JUSTO (MANOLO);52.87234043;54.93617021;54.59574468;53.29166667;189;109;80;156;33
2024;1;07;0707;ADULTOS FORMAL;19014916;FEDERICO AUGUSTO GONZALEZ;47.5;51.77777778;46.83333333;49.55555556;20;9;11;18;2
2024;1;07;0707;ADULTOS FORMAL;19016139;JUAN BAUTISTA DE LA CRUZ ;50;50;53;53;1;0;1;1;0
2024;1;07;0707;MODALIDAD GENERAL;19014646;JAIME MOLINA MOTA;60.68181818;59.86363636;60.81818182;57.54545455;22;18;4;21;1
2024;1;07;0707;TÉCNICO PROFESIONAL;19020017;POLITECNICO CEPROR;53.92307692;54.46666667;53.07142857;49.5625;58;39;19;37;21
2024;1;08;0801;ACADÉMICA;25051110;MARCOS ANTONIO CABRAL BERMUDEZ;67.95833333;68.75;66.875;66.66666667;96;44;52;84;12
2024;1;08;0801;ACADÉMICA;25052628; SALOME UREÑA;52.61538462;57.14285714;54.41666667;56.07692308;52;39;13;40;12
2024;1;08;0801;ACADÉMICA;25053438;PATRIA  MERCEDES MIRABAL;47.2;46.6;45.6;50.4;20;4;16;20;0
2024;1;08;0801;ACADÉMICA;25054115;EMILIO PRUD´ HOMME;52.57692308;57.62068966;49.80769231;51.53333333;111;73;38;64;47
2024;1;08;0801;ACADÉMICA;25056917;ALFONSO CHECO ESPINAL;55.69230769;58.07692308;54.84615385;55.30769231;52;36;16;48;4
2024;1;08;0801;ACADÉMICA;25058344;PEDRO HENRIQUEZ UREÑA;57.33333333;51.66666667;53.33333333;55.66666667;12;8;4;8;4
2024;1;08;0801;ACADÉMICA;25058631;MINERVA MIRABAL;46.88888889;50;47.11111111;46.11111111;36;24;12;24;12
2024;1;08;0801;ACADÉMICA;25059540;MARTHA IRENE CABA ESPINAL;51.5;54.33333333;52.66666667;50.66666667;61;40;21;40;21
2024;1;08;0801;ACADÉMICA;25060034;DAMIAN ESPINAL ;48.92857143;50.64285714;53.35714286;50.21428571;112;72;40;92;20
2024;1;08;0801;ACADÉMICA;25062636;PADRE JOSE ANTONIO TINEO NUÑEZ ;57.54545455;63.71428571;57.33333333;61.76190476;85;44;41;60;25
2024;1;08;0801;ACADÉMICA;25063932;YERBA BUENA;49.83333333;56.66666667;46.83333333;47.83333333;24;12;12;8;16
2024;1;08;0801;ACADÉMICA;25106117;PADRE JULIO CHEVALIER;55.95652174;53.26086957;53.08695652;53.47826087;92;68;24;80;12
2024;1;08;0801;ADULTOS FORMAL;25051516;TRINA MOYA DE VASQUEZ;56.09090909;55.63636364;53.90909091;54.09090909;12;5;7;10;2
2024;1;08;0801;MODALIDAD GENERAL;25062646;PADRE JOSE ANTONIO TINEO NUÑEZ ;64.37288136;64.57627119;60.39344262;59.56896552;63;38;25;55;8
2024;1;08;0801;TÉCNICO PROFESIONAL;25051016;POLITECNICO CANADA;58.02272727;62.61904762;56.66666667;58.5952381;170;121;49;124;46
2024;1;08;0802;ACADÉMICA;25042411;POLITECNICO JUAN ANTONIO COLLADO;49.6;58.6;53.3;53.4;40;28;12;32;8
2024;1;08;0802;ACADÉMICA;25042647;LOS CAGUEYES;73.66666667;70;71;74.33333333;12;4;8;12;0
2024;1;08;0802;ACADÉMICA;25042935;ARTURO HERIBERTO ABREU;49.25;63;52.75;53.25;16;4;12;12;4
2024;1;08;0802;ACADÉMICA;25044033;LA GUAMA;51.75;54.5;55.25;57;16;4;12;12;4
2024;1;08;0802;ACADÉMICA;25044637;LA CUCHILLA;46.33333333;57.33333333;51.16666667;49.83333333;24;8;16;12;12
2024;1;08;0802;ACADÉMICA;25044933;ROSA LEOCADIA PICHARDO - BEJUCAL;56;60.5;52;61.5;8;4;4;4;4
2024;1;08;0802;ACADÉMICA;25045131;JANEY;54;59.66666667;53.33333333;60;12;4;8;8;4
2024;1;08;0802;ACADÉMICA;25045312;JUNCALITO ABAJO;55;59.45454545;56.36363636;60.3;43;24;19;32;11
2024;1;08;0802;ACADÉMICA;25047723;DOMINGA AVELINA PEREZ;56.63636364;59.75;58.90909091;53.35714286;48;20;28;40;8
2024;1;08;0802;ACADÉMICA;25047930;FLORENTINO DE JESUS GONZALEZ GENAO;65;69.8;69.4;63.8;20;12;8;20;0
2024;1;08;0802;ACADÉMICA;25074642;LA ZANJA;55.54545455;63.1;51.1;54.54545455;42;16;26;20;22
2024;1;08;0802;ACADÉMICA;25116411;PROF. RAFAEL ONOFRE GRULLON;46.35714286;49.46666667;47.85714286;51.73333333;58;20;38;44;14
2024;1;08;0802;ADULTOS FORMAL;25076127;RADIO SANTA MARIA - SABANA IGLESIA;59.25;60;53.45454545;55.08333333;13;7;6;11;2
2024;1;08;0802;MODALIDAD GENERAL;25073338;ZOILA MARIA ALMONTE;67.3;64.3;64.9;62.4;10;7;3;10;0
2024;1;08;0802;TÉCNICO PROFESIONAL;25042411;POLITECNICO JUAN ANTONIO COLLADO;62.63636364;66.90909091;61.27272727;65.90909091;44;24;20;44;0
2024;1;08;0802;TÉCNICO PROFESIONAL;25073310;POLITECNICO DON JUAN HERNANDEZ;61.9047619;62.71428571;62.61904762;62.71428571;84;44;40;80;4
2024;1;08;0803;ACADÉMICA;25013116;LA ZURZA;62.33333333;66.77777778;67.33333333;68.27777778;72;40;32;72;0
2024;1;08;0803;ACADÉMICA;25013314;ALIANZA;64.90909091;62.36363636;63.27272727;63.81818182;44;16;28;44;0
2024;1;08;0803;ACADÉMICA;25013723;HERMINIA PEREZ VDA. PIMENTEL;48.29545455;50.68181818;47.47727273;45.97777778;177;117;60;100;77
2024;1;08;0803;ACADÉMICA;25017710;CUERPO DE CRISTO;59.2;61.2;59.36666667;60.16666667;120;68;52;108;12
2024;1;08;0803;ACADÉMICA;25017921;COLEGIO DOMINICANO;72.37037037;76.44444444;68.2962963;74.07407407;108;60;48;104;4
2024;1;08;0803;ACADÉMICA;25020513;INSTITUTO DE DESARROLLO INTEGRAL LEONARDO DA VINCI;65.89090909;71.92727273;66.89090909;68.50909091;220;120;100;192;28
2024;1;08;0803;ACADÉMICA;25022211;COLEGIO NUÑEZ DE LEON;60.57142857;59.24390244;58.63414634;55.58139535;167;84;83;128;39
2024;1;08;0803;ACADÉMICA;25022419;PADRE FORTIN;69.87096774;71.50537634;69.35483871;69.21505376;372;216;156;336;36
2024;1;08;0803;ACADÉMICA;25023414;INTEGRAL SALOME UREÑA;59.0625;59.06451613;56.67741935;57.875;126;62;64;104;22
2024;1;08;0803;ACADÉMICA;25023810;SAN JUAN DE LA CRUZ;54.47368421;53.33333333;52.33333333;52.17391304;78;63;15;60;18
2024;1;08;0803;ACADÉMICA;25024328;SANTIAGO CHRISTIAN SCHOOL;70.82142857;75.03571429;69.57142857;70;112;68;44;112;0
2024;1;08;0803;ACADÉMICA;25024331;SANTIAGO APOSTOL;64.91666667;69.91666667;64.91666667;66.08333333;48;12;36;48;0
2024;1;08;0803;ACADÉMICA;25028013;RAFAEL FAUSTO JIMENEZ;48.63888889;49.63888889;51.94594595;49.30769231;148;74;74;79;69
2024;1;08;0803;ACADÉMICA;25028248;PROF. JUAN EMILIO BOSCH GAVIÑO;42.75;52.875;40.625;43.5;32;24;8;16;16
2024;1;08;0803;ACADÉMICA;25029125;PROF. MARIA ALTAGRACIA JIMENEZ CALDERON;55.08510638;56.17391304;53.56521739;53.125;187;123;64;128;59
2024;1;08;0803;ACADÉMICA;25029518;SOR JUANA INES DE LA CRUZ;61.8;68.2;63.6;58.8;20;8;12;16;4
2024;1;08;0803;ACADÉMICA;25036743;PROF. ADALGISA ANTONIA MARTINEZ SIRI;39;37.5;41;31;5;3;2;0;5
2024;1;08;0803;ACADÉMICA;25036753;PROF. MARIA SECUNDINA TORRES SIRI;43.5483871;48.25806452;42.4516129;43.74193548;124;59;65;21;103
2024;1;08;0803;ACADÉMICA;25039128;ANA ANTONIA GRULLON;52.93333333;54.95555556;51.8;51.8;180;92;88;128;52
2024;1;08;0803;ACADÉMICA;25074919;GABRIEL FRANCO;51.47619048;58.1;53;52.71428571;82;44;38;64;18
2024;1;08;0803;ACADÉMICA;25075335;EL GUANO;54.04166667;57.33333333;56.29166667;53.58333333;96;36;60;88;8
2024;1;08;0803;ACADÉMICA;25075641;SAN JOSE ADENTRO;59.8;58.6;61.6;55.8;40;24;16;28;12
2024;1;08;0803;ACADÉMICA;25075830;PROF. DOMINGO SANTANA;49.73684211;54.15789474;49.84210526;49.10526316;76;48;28;48;28
2024;1;08;0803;ACADÉMICA;25082913;BAUTISTA DE LA GRACIA;72.25;72.125;73.375;69.375;64;28;36;60;4
2024;1;08;0803;ACADÉMICA;25084515;CRISTIANO DE ENSEÑANZA;65.64285714;65.17857143;66.67857143;62.57142857;112;48;64;108;4
2024;1;08;0803;ACADÉMICA;25087512;SANTA TERESA DE JESUS;45.83333333;47.11111111;45.44444444;45.38888889;72;32;40;60;12
2024;1;08;0803;ACADÉMICA;25093911;TECNOLOGICO DIVINO NIÑO;54.7;60.8;54.85;53.4;80;24;56;72;8
2024;1;08;0803;ACADÉMICA;25104611;PADRE EMILIANO TARDIF;64.40909091;67.15909091;63.62222222;64.05555556;356;162;194;320;36
2024;1;08;0803;ACADÉMICA;25105710;SAINT DAVID SCHOOL;66;68.68421053;65.78947368;71.21052632;76;48;28;60;16
2024;1;08;0803;ACADÉMICA;25106917;COLEGIO EL LAUREL;57.6097561;60.16666667;59.07317073;56.25581395;167;82;85;128;39
2024;1;08;0803;ACADÉMICA;25108663;CENTRO EDUCATIVO HISPANOAMERICANO;59.3125;59.25;60.5625;62.4375;64;36;28;60;4
2024;1;08;0803;ACADÉMICA;25113612;NUESTRA SEÑORA DE LA ESPERANZA ;60;54.5;53;57;8;8;0;8;0
2024;1;08;0803;ACADÉMICA;25121514;PROF. NORMA ADALGISA PEREZ (TITA);55.20588235;56.62318841;52.37878788;53.10294118;271;195;76;192;79
2024;1;08;0803;ACADÉMICA;25134916;CEPOINT CENTRO DE ESTIMULACION Y DE POTENCIACION DE LA INTELIGENCIA DE;61;61.5;62.125;61.5;32;16;16;32;0
2024;1;08;0803;ACADÉMICA;25137210;COLEGIO INTELECTO EIRL;71.07142857;76.92857143;74.07142857;74.28571429;56;32;24;52;4
2024;1;08;0803;ADULTOS FORMAL;25007318;ANA JOSEFA JIMENEZ;55.04807692;57.75728155;54.86538462;55.43269231;113;51;62;84;29
2024;1;08;0803;ADULTOS FORMAL;25013418;GENARO PEREZ;53.03658537;57.29113924;52.51851852;52.64634146;93;36;57;77;16
2024;1;08;0803;ADULTOS FORMAL;25013736;HERMINIA PEREZ VDA. PIMENTEL;52.88157895;55.93421053;54.65789474;54.43421053;86;49;37;46;40
2024;1;08;0803;ADULTOS FORMAL;25030929;RADIO SANTA MARIA - CASTILLO ARRIBA;54.875;57.5;59.75;54.125;12;6;6;7;5
2024;1;08;0803;ADULTOS FORMAL;25036725;PROF. MARIA SECUNDINA TORRES SIRI;58.14814815;59.71428571;56.46428571;55.33333333;29;10;19;21;8
2024;1;08;0803;MODALIDAD GENERAL;25007330;ANA JOSEFA JIMENEZ;63.5;61.5;60.28070175;61.47272727;60;29;31;50;10
2024;1;08;0803;MODALIDAD GENERAL;25007340;ANA JOSEFA JIMENEZ;62.53146853;60.31724138;62.22972973;61.27464789;153;99;54;131;22
2024;1;08;0803;MODALIDAD GENERAL;25013432;GENARO PEREZ;61.77272727;62.10638298;60.04166667;59.11904762;49;26;23;36;13
2024;1;08;0803;MODALIDAD GENERAL;25013723;HERMINIA PEREZ VDA. PIMENTEL;;57;46;60;2;0;2;0;2
2024;1;08;0803;MODALIDAD GENERAL;25013749;HERMINIA PEREZ VDA. PIMENTEL   ;62.42857143;61.78571429;60.93103448;58.96428571;35;18;17;27;8
2024;1;08;0803;MODALIDAD GENERAL;25026835;SALOME UREÑA;62.5326087;60.51612903;59.70967742;60.84946237;94;49;45;92;2
2024;1;08;0803;MODALIDAD GENERAL;25026844;SALOME UREÑA;62.86666667;64.13043478;59.13043478;59.25531915;49;27;22;39;10
2024;1;08;0803;MODALIDAD GENERAL;25028013;RAFAEL FAUSTO JIMENEZ;;;;;1;0;1;0;1
2024;1;08;0803;MODALIDAD GENERAL;25029125;PROF. MARIA ALTAGRACIA JIMENEZ CALDERON;53;56;43;47;1;1;0;1;0
2024;1;08;0803;MODALIDAD GENERAL;25030929;RADIO SANTA MARIA - CASTILLO ARRIBA;66.5;;66;57.5;3;1;2;0;3
2024;1;08;0803;MODALIDAD GENERAL;25030948;RADIO SANTA MARIA - BAITOA;62.2;61.51515152;59.11764706;56.61111111;41;24;17;28;13
2024;1;08;0803;MODALIDAD GENERAL;25039525;GUAYABAL;61.69811321;62.24;57.64150943;56.1509434;54;24;30;47;7
2024;1;08;0803;MODALIDAD GENERAL;25074919;GABRIEL FRANCO;53;63;53;63;1;1;0;1;0
2024;1;08;0803;MODALIDAD GENERAL;25087512;SANTA TERESA DE JESUS;;;;;1;0;1;0;1
2024;1;08;0803;TÉCNICO PROFESIONAL;25001516;INSTITUTO POLITECNICO SALESIANO INDUSTRIAL DE SANTIAGO-IPISA;67.15646259;69.95918367;67.96598639;67.55102041;588;300;288;572;16
2024;1;08;0803;TÉCNICO PROFESIONAL;25101317;COLEGIO DE ESTUDIOS GENERALES Y DE SERVICIOS;62.67647059;67.08823529;62.94117647;64.11764706;136;64;72;128;8
2024;1;08;0803;TÉCNICO PROFESIONAL;25113919;INSTITUTO POLITECNICO SALESIANO INDUSTRIAL DON BOSCO;62.32142857;63.45714286;63.5;62.81428571;560;332;228;528;32
2024;1;08;0803;TÉCNICO PROFESIONAL;25117816;POLITECNICO PROF. JOSE MERCEDES ALVINO;57.08536585;58.19753086;56.73493976;56.62195122;328;180;148;232;96
2024;1;08;0803;TÉCNICO PROFESIONAL;25118211;POLITECNICO MERCEDES ALTAGRACIA CABRAL DE LEON;60.91549296;60.33802817;58.625;58.46478873;285;212;73;232;53
2024;1;08;0803;TÉCNICO PROFESIONAL;25120218;POLITECNICO MONSEÑOR JUAN ANTONIO FLORES;61.87407407;62.02222222;59.3037037;59.68888889;540;352;188;452;88
2024;1;08;0803;TÉCNICO PROFESIONAL;25125817;POLITECNICO PROF. RAFAELA MARRERO PAULINO;53.84444444;55.91397849;54.17391304;52.70652174;367;220;147;216;151
2024;1;08;0804;ACADÉMICA;25000719;MADRE TERESA DE CALCUTA;55.76470588;55.58823529;54.05882353;53.83333333;69;52;17;68;1
2024;1;08;0804;ACADÉMICA;25001714;COLEGIO LA UNION;48.14285714;50.21428571;49.78571429;51.5;56;24;32;52;4
2024;1;08;0804;ACADÉMICA;25002511;EVANGELICO LUZ Y VIDA;54.38095238;55.19047619;53.57142857;51.95238095;84;48;36;68;16
2024;1;08;0804;ACADÉMICA;25002813;SANTO NIÑO DE ATOCHA;58.28;53.52;55.44;52.88461538;101;61;40;65;36
2024;1;08;0804;ACADÉMICA;25004219;CENTRO EDUCATIVO QUISQUEYA-CEQUISA;52.66666667;67.66666667;57;62.33333333;12;4;8;8;4
2024;1;08;0804;ACADÉMICA;25005516;COLEGIO EVANGELICO EFRAIN;55.5;53.2;56.75;54.2;80;24;56;52;28
2024;1;08;0804;ACADÉMICA;25011012;SIMON BOLIVAR;60.13333333;60.86666667;59.1;60.23333333;120;56;64;88;32
2024;1;08;0804;ACADÉMICA;25011116;SOR PETRA MARIANA GRULLON;67.375;69.45833333;67.125;67.16666667;96;52;44;88;8
2024;1;08;0804;ACADÉMICA;25018744;JACINTO DE LA CONCHA;55.83606557;58.24590164;57.96721311;58.19672131;244;142;102;168;76
2024;1;08;0804;ACADÉMICA;25026117;FAUSTO JIMENEZ;52.43478261;52.55555556;51.06521739;49.21276596;184;74;110;96;88
2024;1;08;0804;ACADÉMICA;25026230;DR. JOSE FRANCISCO PEÑA GOMEZ;43.43243243;44.55555556;47.05714286;43.66666667;149;73;76;48;101
2024;1;08;0804;ACADÉMICA;25028832;NICOLAS TOLENTINO DOMINGUEZ;55.55555556;59.125;57.25;50.22222222;34;22;12;24;10
2024;1;08;0804;ACADÉMICA;25029822;INGENIO ARRIBA;43.37931034;47.25925926;47.03703704;45.3;113;55;58;64;49
2024;1;08;0804;ACADÉMICA;25030532;CIPRIAN CABRERA;55.81818182;61;57.36363636;55.36363636;44;40;4;44;0
2024;1;08;0804;ACADÉMICA;25033514;EVANGELICO JACAGUA;52.53846154;57.53846154;57.84615385;55.61538462;52;24;28;44;8
2024;1;08;0804;ACADÉMICA;25083615;CERRO ALTO;52.9;56;49.7;53.2;40;20;20;16;24
2024;1;08;0804;ACADÉMICA;25104521;SAN PEDRO NOLASCO;54.86363636;56;55.04545455;55.59090909;88;40;48;52;36
2024;1;08;0804;ACADÉMICA;25106719;UNEVIANO;59.30769231;62.96153846;60.34615385;59.46153846;104;36;68;92;12
2024;1;08;0804;ACADÉMICA;25108311;CENTRO EDUCATIVO LAS ROSAS;54.96428571;55.39285714;52.89285714;54.89285714;112;60;52;104;8
2024;1;08;0804;ACADÉMICA;25116619;HERMANO ALFREDO MORALES;53.07377049;53.84677419;55.62809917;52.40322581;491;253;238;352;139
2024;1;08;0804;ACADÉMICA;25123710;PROF. CARMELO DE JESUS SANDOVAL GARCIA;53.13043478;55.68571429;53.1641791;52.56338028;277;138;139;172;105
2024;1;08;0804;ACADÉMICA;25130811;RAFAEL PEREZ;56.77777778;59.41666667;58.88888889;58.19444444;144;96;48;112;32
2024;1;08;0804;ADULTOS FORMAL;25002128;EUGENIO DESCHAMPS;54.23255814;54.07317073;53.28571429;53.62790698;46;28;18;41;5
2024;1;08;0804;ADULTOS FORMAL;25011210;MAXIMO GOMEZ;51.58333333;55.22;50.6;51.1875;94;39;55;40;54
2024;1;08;0804;ADULTOS FORMAL;25014017;CLUB NOEL;51.5;53.44;49.84615385;49;30;12;18;23;7
2024;1;08;0804;ADULTOS FORMAL;25017528;RADIO SANTA MARIA - SANTIAGO;53.61538462;54.51948052;51.90909091;51.59756098;114;31;83;70;44
2024;1;08;0804;ADULTOS FORMAL;25088629;EMMA BALAGUER;55.46478873;54.38356164;52.49350649;56.33333333;97;44;53;66;31
2024;1;08;0804;ADULTOS FORMAL;25114118;PROF. SALOME UREÑA DE HENRIQUEZ;66.5;66.7;69.3;69.6;30;6;24;27;3
2024;1;08;0804;MODALIDAD GENERAL;25000326;CIENFUEGOS;69;65;67;70;1;1;0;1;0
2024;1;08;0804;MODALIDAD GENERAL;25002144;EUGENIO DESCHAMPS;70;66;59;;1;0;1;0;1
2024;1;08;0804;MODALIDAD GENERAL;25003740;ANA RECIO ZAPATA;59.5625;60.0625;59.875;58.05882353;21;16;5;15;6
2024;1;08;0804;MODALIDAD GENERAL;25010017;ENRIQUILLO;63;47;58;60;1;1;0;0;1
2024;1;08;0804;MODALIDAD GENERAL;25010552;ANACAONA ALMONTE;57;70;73;65;1;1;0;1;0
2024;1;08;0804;MODALIDAD GENERAL;25010562;ANACAONA ALMONTE;50;57;60;63;1;1;0;1;0
2024;1;08;0804;MODALIDAD GENERAL;25010571;ANACAONA ALMONTE;62.10909091;61.17857143;60.23214286;58.44642857;58;31;27;51;7
2024;1;08;0804;MODALIDAD GENERAL;25010819;HERMANAS MIRABAL;93;;;70;1;1;0;0;1
2024;1;08;0804;MODALIDAD GENERAL;25011633;RADIO SANTA MARIA -  MEXICO;62;60.15384615;60.5;60.62264151;55;18;37;48;7
2024;1;08;0804;MODALIDAD GENERAL;25014045;CLUB  NOEL ;65.05263158;65.43243243;63.18918919;60.65789474;40;20;20;35;5
2024;1;08;0804;MODALIDAD GENERAL;25017538;RADIO SANTA MARIA - INGENIO ARRIBA;61.77777778;61.83333333;59.94444444;61.05882353;18;13;5;16;2
2024;1;08;0804;MODALIDAD GENERAL;25018734;LA ESPERANZA;63.84810127;64.07894737;61.81742739;60.21900826;253;174;79;214;39
2024;1;08;0804;MODALIDAD GENERAL;25026117;FAUSTO JIMENEZ;61;;44;58;2;1;1;0;2
2024;1;08;0804;MODALIDAD GENERAL;25026230;DR. JOSE FRANCISCO PEÑA GOMEZ;;;;;1;1;0;0;1
2024;1;08;0804;MODALIDAD GENERAL;25029822;INGENIO ARRIBA;61.66666667;56.33333333;61.25;68;4;2;2;0;4
2024;1;08;0804;MODALIDAD GENERAL;25039642;ENRIQUE CHAMBERLAIN;62.3125;61.86792453;59.98;59.34693878;56;26;30;40;16
2024;1;08;0804;MODALIDAD GENERAL;25088648;EMMA BALAGUER;61.62025316;59.59477124;59.62820513;57.425;165;88;77;144;21
2024;1;08;0804;MODALIDAD GENERAL;25088657;EMMA BALAGUER   ;62.05607477;60.21153846;59.36697248;57.27777778;122;78;44;91;31
2024;1;08;0804;MODALIDAD GENERAL;25103433;RADIO SANTA MARIA - MARCELINO VALENZUELA;64.92;63.28;59.72;59.52;28;6;22;24;4
2024;1;08;0804;MODALIDAD GENERAL;25114125;PROF. SALOME UREÑA DE HENRIQUEZ;69.41666667;67.08333333;80.25;70.75;12;1;11;12;0
2024;1;08;0804;MODALIDAD GENERAL;25130119;POLITECNICO YORYI MOREL;60;;62.5;58.5;2;1;1;0;2
2024;1;08;0804;TÉCNICO PROFESIONAL;25000719;MADRE TERESA DE CALCUTA;61.95;66;61.7;56.65;80;56;24;80;0
2024;1;08;0804;TÉCNICO PROFESIONAL;25003412;INTEGRAL H Y A - HOGAR EL MUNDO DE LOS NIÑOS;60.2;58.6;58.4;60.6;20;16;4;20;0
2024;1;08;0804;TÉCNICO PROFESIONAL;25004219;CENTRO EDUCATIVO QUISQUEYA-CEQUISA;65.52941176;66.88235294;69.82352941;65.94117647;68;48;20;64;4
2024;1;08;0804;TÉCNICO PROFESIONAL;25011616;INSTITUTO TECNOLOGICO MEXICO;58.39906103;60.04545455;59.44075829;57.47247706;862;524;338;688;174
2024;1;08;0804;TÉCNICO PROFESIONAL;25011623;POLITECNICO MTRA. ELSA BRITO DE DOMINGUEZ;59.18181818;59.65671642;58.71641791;58.69117647;268;175;93;200;68
2024;1;08;0804;TÉCNICO PROFESIONAL;25018715;INSTITUTO POLITECNICO LA ESPERANZA;62.73888889;61.08938547;60.29050279;61.26256983;717;492;225;632;85
2024;1;08;0804;TÉCNICO PROFESIONAL;25026117;FAUSTO JIMENEZ;61.37037037;58.53571429;58.37037037;58.67857143;110;82;28;96;14
2024;1;08;0804;TÉCNICO PROFESIONAL;25086216;CRISTIANO AMANECER;60.40816327;62.44897959;61.28571429;60.6122449;196;156;40;180;16
2024;1;08;0804;TÉCNICO PROFESIONAL;25103513;POLITECNICO VICTOR MANUEL ESPAILLAT;58.27966102;58.1092437;56.73728814;58.3220339;473;268;205;420;53
2024;1;08;0804;TÉCNICO PROFESIONAL;25110714;POLITECNICO RAMON DUBERT NOVO;59.19148936;58.91752577;57.45263158;55.64646465;385;327;58;344;41
